TargetWord	LemmaWord	lsj (Liddell, Scott, Jones)
συστοίχως	σύστοιχος	belonging to the same column or series, co-ordinate, correspondent
συφειός	συφεός	hog-sty
συφεόνδε	συφεός	hog-sty
σφέα	σφεῖς	they, them
σφέας	σφεῖς	they, them
σφέων	σφεῖς	they, them
σφέων	σφός	their, their own, belonging to them
σφίσιν	σφεῖς	they, them
σφαγιάζω	σφαγιάζομαι	slay a victim, sacrifice
σφαιρικῶς	σφαιρικός	globular, spherical
σφαιροειδῶς	σφαιροειδής	globular, spherical
σφαιροπαικτική	σφαιροπαικτικός	given to ball-playing
σφαλερῶς	σφαλερός	likely to make one stumble or trip
σφε	σφεῖς	they, them
σφείων	σφεῖς	they, them
σφενδονητική	σφενδονητικός	of or for slinging
σφηκός	σφήξ	wasp
σφι	σφεῖς	they, them
σφιν	σφεῖς	they, them
σφοδρῶς	σφοδρός	vehement, violent, excessive
σφραγιδονυχαργοκομῆται	σφραγιδονυχαργοκομήτης	lazy long-haired fop with his rings and natty nails
σφρηγίζω	σφραγίζω	close or enclose with a seal
σφρηγίς	σφραγίς	seal, signet
σφυγμικῶς	σφυγμικός	of the pulse
σφυγμωδῶς	σφυγμώδης	like the pulse
σφυράς	σπυράς	ball of dung
σφωΐτερος	σφωίτερος	of you two
σφόγγος	σπόγγος	sponge
σφύσδειν	σφύζω	throb, beat violently
σφώ	σφεῖς	they, them
σφώ	σύ	thou
σφώ	σφός	their, their own, belonging to them
σφᾶς	σφεῖς	they, them
σφᾶς	σφός	their, their own, belonging to them
σφᾶς	σφάζω	slay, slaughter
σφῶϊ	σύ	thou
σφῶϊ	σφός	their, their own, belonging to them
σφῶϊ	σφάζω	slay, slaughter
σφῷν	σφεῖς	they, them
σφῷν	σύ	thou
σχάσαις	σχάζω	slit open so as to let something escape
σχέμεν	ἔχω	check
σχέο	ἔχω	check
σχέτο	ἔχω	check
σχεδίη	σχεδία	raft, float
σχεδίη	σχέδιος	near
σχινδάλαμος	σκινδάλαμος	splinter
σχοινοτενῶς	σχοινοτενής	stretched out like a measuring line
σχολικῶς	σχολικός	scholastic
σωματικῶς	σωματικός	of or for the body, bodily
σωριτικῶς	σωριτικός	of the nature of the
σωτήρια	σωτήριος	saving, delivering
σωτηρίως	σωτήριος	saving, delivering
σωφρονεστέρως	σώφρων	of sound mind
σωφρονικῶς	σωφρονικός	naturally temperate, self-controlled
σωφρόνως	σώφρων	of sound mind
σόος	σῶς	safe and sound, alive and well
σόω	σῶς	safe and sound, alive and well
σόῃ	σῶς	safe and sound, alive and well
σύγε	σύ	thou
σύγχυτο	συγχέω	pour together, commingle, confound
σύθην	σεύω	put in quick motion, drive
σύλα	σύλη	the right of seizing the ship or cargo
σύλα	συλάω	strip off
σύμπλασις	συμπλασις	confictio
σύμπλεως	σύμπλεος	quite full
σύνδεσμα	σύνδεσμος	that which binds together, bond of union, fastening
σύνθεο	συντίθημι	place or put together
σύνθετο	συντίθημι	place or put together
σύνοδος	σύνοδος2	assembly, meeting
σύνουρος	σύνορος	marching with, conterminous
σώω	σῶς	safe and sound, alive and well
σᾶμα	σῆμα	sign, mark, token
σῇς	σός	thy, thine (also possessive pronoun)
σῖτα	σῖτος	grain
σῖτον	σῖτος	grain
σῦλα	σύλη	the right of seizing the ship or cargo
σῶος	σῶς	safe and sound, alive and well
τάθη	τείνω	stretch
τάκεαι	τήκω	melt, melt down
τάκω	τήκω	melt, melt down
τάκωνες	τάκων	sausage or rissole
τάμνω	τέμνω	cut
τάμω	τέμνω	cut
τάμῃ	τέμνω	cut
τάν	ὁ	the, that
τάνυσσα	τανύω	stretch, strain
τάριχον	τάριχος1	dead body preserved by embalming, mummy
τάρφθεν	τέρπω	delight, gladden, cheer
τάττω	τάσσω	draw up in order of battle, form, array, marshal
τάφε	τάφος1	funeral-rites
τάφε	τέθηπα	to be astonished, astounded, amazed
τάχιστος	ταχύς	swift, fleet
τάων	ὁ	the, that
τέ	σύ	thou
τέ	τε	both . . and
τέγη	τέγος	roof
τέθμιος	θέσμιος	fixed, settled, lawful
τέκμωρ	τέκμαρ	fixed mark or boundary, goal, end
τέκον	τίκτω	bring into the world, engender
τέκταινα	τέκτων	worker in wood, carpenter, joiner
τέλεος	τέλος	coming to pass, performance, consummation
τέλεος	τέλειος	perfect
τέλεσκον	τελέω	fulfil, accomplish, execute, perform
τέξομαι	τίκτω	bring into the world, engender
τέοισι	τέος	thing
τέοισι	τίς	who? which?
τέρεα	τέρας	sign, wonder, marvel, portent
τέρεμνον	τέραμνον	chamber, house
τέρενος	τέρην	soft, delicate
τέσσαρα	τέσσαρες	four
τέσσερες	τέσσαρες	four
τέταχα	τάσσω	draw up in order of battle, form, array, marshal
τέτηκα	τήκω	melt, melt down
τέτορες	τέσσαρες	four
τέτραπτο	τρέπω	turn or direct towards a thing
τέτρασι	τέσσαρες	four
τέτρηχα	ταράσσω	stir, trouble
τέτριγα	τέτριξ	pipit
τέτριγα	τρίζω	utter a shrill cry
τέτυγμαι	τεύχω	make ready, make
τέφρη	τέφρα	ashes
τέωσπερ	τέως	so long, in the meantime
τέωσπερ	τέος	thing
τήγανον	τάγηνον	frying-pan, saucepan
τήθυα	τήθυον	ascidia or sea-squirt
τήμερον	σήμερον	to-day
τήνελλος	τήνελλα	Hurrah!
τίεσκον	τίω	to pay honour to
τίλαι	τίλα	plucking
τίλαι	τίλλω	b.
τίλλων	τίλλω	b.
τίλων	τίλος	anything plucked
τίλων	τῖλος	a thin stool
τίν	σύ	thou
τίνη	σύ	thou
τίοις	τίω	to pay honour to
τίῳ	τίς	who? which?
ταί	ὁ	the, that
ταδί	ὅδε	this
ταινιωτικὸς οἶνος	οἶνος	wine
ταινιωτικὸς οἶνος	ταινιωτικός	from the
τακερῶς	τακερός	melting in the mouth, tender
τακερῶς	τακερόω	boil soft
ταλάσσω	τλάω	suffer, undergo
ταλαιπωρίη	ταλαιπωρία	hard labour
ταλαιπώρως	ταλαίπωρος	suffering, distressed, miserable
ταμέειν	τέμνω	cut
ταμίας	τάμιας	one who carves and distributes, dispenser, steward
ταμίας	ταμία	housekeeper, housewife
ταμίη	τάμιας	one who carves and distributes, dispenser, steward
ταμίη	ταμία	housekeeper, housewife
ταμίης	τάμιας	one who carves and distributes, dispenser, steward
ταμίης	ταμία	housekeeper, housewife
ταμιείας	ταμιεία	stewardship, management
ταμισίνης τυρός	ταμισίνης	made with rennet
ταμισίνης τυρός	τυρός	cheese
ταναΰπους	ταναύπους	stretching the feet, long-striaing, long-shanked
ταναηχέτα	ταναηχέτης	far-sounding
ταναϋφής	ταναυφής	woven long and finely
ταξιάρχης	ταξιαρχέω	to be a taxiarch, command the contingent
ταπεινῶς	ταπεινός	low
ταπεινῶς	ταπεινόω	lower
ταράκτωρ	τάρακτρον	tool for stirring with
ταραχωδῶς	ταραχώδης	given to troubling, disturbing
ταριχηΐη	ταριχηίη	preserving, pickling
ταρπήμεναι	τέρπω	delight, gladden, cheer
ταρφέες	ταρφύς	thick, close
τατώμενος	τητάομαι	to be in want
ταυροδέτις	ταυροδέτης	bull-binder
ταυροπόλα	ταυροπόλος	worshipped at Tauris
ταυρόω	ταυράω	want the bull
ταυτί	οὗτος	this
ταφήϊος	ταφήιος	of or for a burial
ταχέως	ταχύς	swift, fleet
ταχίων	τάχος	swiftness, speed
ταχίων	ταχύς	swift, fleet
ταχύ	ταχύς	swift, fleet
ταύτῃ	οὗτος	this
ταώνειος	ταώνιος	of a peacock
ταῖσι	ὁ	the, that
ταῶν	ταώς	peacock, Pavo cristatus
τεΐν	σύ	thou
τεΐν	τοι	let me tell you, mark you, look you
τεθάφαται	θάπτω	honour with funeral rites
τεθαλυῖα	θάλλω	sprout, grow, thrive
τεθμός	θεσμός	that which is laid down, law, ordinance
τειχοποιέο	τειχοποιέω	build walls or fortifications
τεκμαίρω	τεκμαίρομαι	assign, ordain
τεκμηριωδῶς	τεκμηριώδης	of the nature of a
τεκνοποιΐα	τεκνοποιία	begetting or bearing of children
τεκνόεις	τεκνοῦς	having children
τελέεις	τέλλω	accomplish
τελέεις	τελέω	fulfil, accomplish, execute, perform
τελέως	τέλειος	perfect
τελέως	τελειόω	make perfect, complete
τελείω	τέλειος	perfect
τελείω	τελέω	fulfil, accomplish, execute, perform
τελείω	τελειόω	make perfect, complete
τελεστικῶς	τελεστικός	fit for finishing or accomplishing
τελεόω	τελειόω	make perfect, complete
τεοῖο	σύ	thou
τεοῦς	σύ	thou
τεραστίως	τεράστιος	monstrous, prodigious
τερατοποιΐα	τερατοποιία	miracle-mongering
τερατωδῶς	τερατώδης	portentous, prodigious
τερπνῶς	τερπνός	delightful, pleasant
τερσήμεναι	τέρσομαι	to be or become dry, dry up
τερᾴζω	τεράζω	interpret portents or prodigies
τεσσαρακαίδεκα	τεσσαρεσκαίδεκα	fourteen
τεσσερακοντόργυιος	τεσσαρακοντόργυιος	forty fathoms high
τεσσερεσκαίδεκα	τεσσαρεσκαίδεκα	fourteen
τεσσερεσκαιδέκατος	τεσσαρεσκαιδέκατος	fourteenth
τετάρπετο	τέρπω	delight, gladden, cheer
τετάρτως	τέταρτος	fourth
τετάσθην	τείνω	stretch
τεταρταΐζω	τεταρταίζω	have a quartan fever
τεταρταϊκός	τεταρταικός	of a quartan fever
τετεύχαται	τεύχω	make ready, make
τετεύχαται	τυγχάνω	happen to be at
τετορήσω	τορέω	bore, pierce
τετράδων	τετράς	the number four
τετράεδρον	τετράεδρος	having four faces
τετράκι	τετράκις	four times
τετράπνη	τετράπνης	with four nostrils
τετράπος	τετράπους	four-footed
τετράφαται	τρέπω	turn or direct towards a thing
τετράφοροι	τετράφορος	bearing fourfold.
τετραγώνως	τετράγωνος	with four angles
τετρακαιδεκαέτις	τετρακαιδεκαέτης	of fourteen years
τετραπάλαιστος	τετραπάλαστος	four spans long or broad
τετραπλασίων	τετραπλάσιος	fourfold, four times as much
τετραστάδιος	τετράστάδιος	four stades in length
τεττιγόνια	τεττιγόνιον	a small and voiceless kind of
τευχηστής	τευχηστήρ	armed man, warrior
τεχνάεις	τεχνήεις	cunningly wrought
τεχνάεις	τεχνάζω	employ art, contrive
τεχνηέντως	τεχνήεις	cunningly wrought
τεχνικῶς	τεχνικός	artistic, skilful, workmanlike
τηΰσιος	τηύσιος	idle, vain, undertaken to no purpose
τηλίτης οἶνος	τηλίτης	flavoured with
τηλίτης οἶνος	οἶνος	wine
τηλαυγῶς	τηλαυγής	far-shining, far-beaming
τηλοτέρω	τηλοτάτω	farthest away
τηλότερος	τηλοτάτω	farthest away
