<ανά>γνωστος	hard to read
φοινίκασπις	bearing red shields
φοινίκοθριξ	with red hair
φοινίσκη	small palm
φοινικάρχέω	to be
φοινικάρχης	president of the provincial assembly of Phoenicia
φοινικάρχια	his office
φοινικαιγύπτιος	person of mixed Phoenician and Egyptian descent
φοινικείμων	with garment of red
φοινικηρόν	used for dates
φοινικοκρήδεμνος	with purple kerchief
φοινικοπαράδεισος	palm-grove
φοινικοπώλης	date-seller
φοινικοφόρος	bearer of palms
φοινικτέον	one must redden
φοινικτός	dyed purple
φοινικόνωτος	red-backed
φοινικόπτερυξ	red-winged
φοιτητέον	one must resort
φοιτητός	frequenting
φολιδοειδής	scaly
φολιδόομαι	to be covered with scales
φονευτέον	one must kill
φονευτικός	murderous, deadly
φονεύσιμος	that may be slain
φονεύτρια	murderess
φονοειδής	blood-coloured
φονουργός	murderous
φονόεις	sanguinary
φονός2	murderess
φορέσκω	bring
φορεαφόρος	litter-bearer
φορειά	foria.
φορετρίζω	load
φορητέος	bearable
φορητικός	producing motion
φορμαλεία	formula
φορμορραφέομαι	to be stitched like a mat, to be hampered
φορμοσίκων	obese, corpulent
φορολόγητος	tributary
φοροτελής	subject to tribute
φοροφορέω	pay a contribution
φορτιαφόρος	porter
φορτικεύομαι	jest vulgarly
φορτισμός	carrying of loads
φορτοβαστάκτης	porter
φορός1	bearing:
φουγίων	pugio, dagger
φουλβῖνον	pulvinus, cushion
φουλιᾶτα	foliata
φουμῶσος	fumosus
φουρνοειδής	oven-like
φουρνοπλάστης	potter
φούλλικλον	football
φοῖτος1	a repeated going or coming
φοῦνδα	funda, belly-band
φράκτης	sluice with gates
φράξις	barricade
φράστης	eloquens
φρένοθεν	of one's own mind
φραδατήρ	notary
φρακτεύω	surround, invest
φρακτός	fenced, protected
φρασμοσύνη	understanding
φραστέον	one must indicate
φραστύς	reflection
φρατριακός	of the curia
φρατριαρχέω	to be president of a
φρατριασμός	league, combination, conspiracy
φρατριατικός	lex curiata
φρεατισμός	falling into a well
φρενοάρας	of sound mind
φρενοβλαβέω	to be distraught, frantic
φρενοκλοπέω	steal the understanding, deceive
φρενωτήριον	means of instruction
φρενόληπτος	possessed, mad
φρεσσίλυτος	mad
φρεωρυχικά	digging of wells
φρικίασις	shivering
φρικτέον	one must shudder
φρικόομαι	shudder or shiver
φριξαύχην	with ruffling neck
φριξόθριξ	with bristling hair
φρονίμευσις	exercise of prudence
φρονητέον	one must think
φρονητικός	concerned with thought
φρονιμεύομαι	to be wise, prudent
φροντίστρια	guardian
φροντιστέον	one must take heed
φροντλστικός	of or for thinking, thoughtful
φρουμεντάριος	frumentarius
φρουρητός	watched, guarded
φρουρύτης	function of a guard
φρυάσσομαι	neigh, whinny and prance
φρυγίνδα	with roasted beans
φρυγανίζω	gather firewood
φρυγανίτης	for fuel
φρυγιαύλιον	music for the flute in the Phrygian mode
φρυγμός	drying, roasting
φρυνολόγος	toad-catcher
φρυνώνδειος	a swindler, cheat, rogue
φρόντισις	care, consideration
φρύγιος1	@
φρύγιος2	@
φρύξ1	@
φρύξις	burning, parched state, adustion
φυή1	growth, stature
φυγάδευσις	fugitatio
φυγαγωγός	dragging along fugitives
φυγαδευτέον	one must banish
φυγαδευτός	exiled
φυγαδεῖον	place of refuge
φυγαδοδαίμων	mercury
φυγαρσενία	shunning of men
φυγαρχέω	shun rule
φυγοδικία	avoidance of a trial
φυγόδικος	one who shirks his trial
φυγόπατρις	fugitive from one's country
φυγόπολις	fleeing from a city
φυκίασις	ignia
φυκίοικος	dweller among sea-wrack
φυκιοχαίτης	with hair like seaweed
φυκιώδης	covered with seaweed
φυκογείτων	near the seaweed, dwelling by the sea
φυκοτύχη	plaster
φυκτός	to be shunned or escaped, avoidable
φυκῖτις	a precious stone
φυλαδόν	by tribes
φυλακάρχης	commandant of the watch
φυλακίτης	police official
φυλακεία	guard, protection
φυλακιτεύω	serve as
φυλακιτικός	pertaining to police
φυλακτέος	to be observed
φυλακτηριάζω	to be furnished with an amulet or preservative
φυλακτός	capable of being preserved
φυλακῖτις	seven
φυλαξιθαλάσσειος	belonging to the Phylaxithalassian tribe
φυληρις	cercedula
φυλλάζω	frondesco
φυλλάμπελον	pampinus
φυλλίνης	where the prize is a wreath of leaves
φυλλαναλογημός	racematio
φυλλανθές	Anthemis chia
φυλλοκόπος	frondator
φυλλολογέω	strip the leaves off
φυλλολογία	thinning of foliage
φυλλολόγος	leafpicker, one who thins foliage
φυλλοτρώξ	nibbling or eating leaves
φυλλοτόκος	producing leaves
φυλλοτόμος	cutting off leaves
φυλλοφυέω	put forth leaves
φυλλόσκεπος	covered with leaves
φυλοβασιλικά	funds at the disposal of the
φυλώδης	of many races
φυρατέον	one must mix, knead
φυρατός	kneaded
φυρτήτης	mixed, kneaded up
φυσήφρων	puffed up in mind
φυσίζῳος	producing life
φυσίκευμα	physical explanation
φυσίωσις1	@
φυσίωσις2	@
φυσηλάται	folles fabriles
φυσητέον	one must blow up
φυσιγγιστής	plagiaula
φυσικλείδιον	a spell to open the
φυσιολογητέον	one must theorize scientifically
φυσιόω1	@
φυσιόω2	@
φυσκία	botellus
φυσόβαθρον	frame or stand for bellows
φυσώ	Growth
φυταγωγέω	raise a plant
φυτευτέον	one must plant
φυτευτικός	of or for planting
φυτιαῖος	of plants
φυτοτροφέομαι	to be trained
φυτουργικός	skilled in gardening
φυτοφόρος	bearing plants
φυτοφύλαξ	keeper of plants
φυτούργημα	care of plants, planting
φυτούριον	seminarium
φυτότροφος	rearing plants or trees
φυτώδης	like a plant
φυτών	place planted
φωίς	blister
φωκάρχης	one of the chief officials of the Phocian city league
φωκαρχέω	hold office of
φωκτός	roasted, broiled
φωλεία	life in a hole or cave
φωλευτέον	one must lie hid, lurk
φωλεώδης	like a hole
φωλητήρ	one who lurks in a hole or keeps in one place
φωλητήριον	place of secret assembly
φωνητήριος	of speech
φωνητής	clear speaker
φωνοβόλος	causing to sound
φωρατός	that can be detected
φωσσώνιον	coarse towel
φωσφορία	rising and shining
φωσφόριον	small figure of
φωταύγεια	brightness of light
φωτεινοειδής	like light
φωτιγγιστής	fifer
φωτιστήριον	lanternwindow
φωτοβίας	powerful by light
φωτοβολία	beam, ray
φωτοθυρίς	window
φωτοκινήτης	mover of light
φωτοκράτωρ	lord of light
φωτολαμπής	blazing with light
φωτοπλήξ	smiting with rays of light
φωτουλκός	drawing
φωτουργός	light-giving
φωτοφάνεια	illumination
φόνος1	murder, slaughter
φόρβιον	Salvia Horminum
φόρεσις	wearing of apparel
φόρετρον	expenses of transport
φόριγγες	truffles
φόρκες	furcae
φόρκυς2	@
φόρον	forum
φόρος2	that which is brought in by way of payment, tribute
φόσσατον	fossatum, boundary
φύγεθρον	a swelling of the glands
φύγιμον	place of refuge, asylum
φύκιος	god of sea-wrack
φύκοθριξ	shaggy with seaweed
φύλιος	of a tribe
φύρσις	mixing, kneading
φύσανσις	naturation
φύσκων	pot-belly
φύτειρον	panucla
φύτλον	plant
φύτωρ	father
φώγω	roast, toast, parch
φώκειος	of seals
φώνησις	sounding, speaking, calling
φώρειον	penalty for theft
φώριον	damning evidence
φώς1	man
φώσκω	dawn
φώσσων	a coarse linen garment
φώτισις	illumination
φώτισμα	phase
φᾶρος1	a large piece of cloth, web
φῆμα	that which is said, word
φῖτυς	begetter, father
φῶξις	roasting
φῶρος	detecter, discoverer
φῶς	light
φῶς2	light
φῶτιγξ	flute
χά	ha! ha!
χάλκασπις	with brazen shield
χάλκινος	of bronze
χάμψα	msh
χάννα	sea-perch, Serranus hepatus or cabrilla
χάος1	chaos
χάριτος	acceptable
χάρμη1	@
χάρμη2	@
χάσις	chasm, separation
χάσκαξ	gaper, gaby
χέλισκον	a dish
χέλωνος	with a beautiful tortoise on it
χέριον	small handle
χέρνα	poverty
χέρσαμμος	sandy waste
χέρσοθεν	from dry land
χέρσοθι	on dry land
χέσμα	excrement
χέω1	@
χέω2	@
χήνημα	wide gape, mocking laugh
χήρ	hedgehog
χήρωσις	being bereaved
χήτειος	in want, bereaved
χίθος	cilicia
χίος1	Chios
χααναία	priest's robe
χαβότια	honey-pots
χαιρέτισμα	greeting, salutation
χαιρέφυλλον	chervil, Anthriscus Cerefolium
χαιρητικός	jovial, hilarious
χαιροσύνη	joy
χαλάδριον	mat or pallet
χαλάζωσις	pimpliness
χαλάτριον	to be furnished with mats
χαλία	tablet
χαλίκωμα	rubble and mortar, concrete
χαλαρόω	to be relaxed in tension
χαλαστέον	one must relax
χαλαστόν	festoon
χαλαστός	relaxed
χαλβανόεις	of or from
χαλιδοφόρος	cupbearer
χαλικοκαύστης	lime-burner
χαλινοποιική	the art of making bridles
χαλινοποιός	bridle-maker
χαλινουργός	bridle-maker
χαλινοω	bridle or bit
χαλκάνθρωπος	copper-man
χαλκένδυτος	brass-clad
χαλκέντερος	of brazen bowels
χαλκέντονον	torsion-engine with metallic strands
χαλκίζω	shine like brass
χαλκίναος	dwelling in a brazen temple
χαλκίνδα	the game
χαλκανθίζω	resemble
χαλκεοθώραξ	with brazen breastplate
χαλκεόκρανος	bronze-tipped
χαλκεόκτυπος	with clang of bronze
χαλκεόπεζος	brass-footed
χαλκιαῖος	costing one
χαλκιδεύομαι	to be parsimonious
χαλκιδῖτις	a penny prostitute
χαλκιεία	supplementary tax on sales
χαλκικός	in copper coin
χαλκιοφύλαξ	boiler-keeper
χαλκισμός	game played by spinning a copper coin
χαλκογλώχις	with point or barbs of bronze
χαλκοθέσιον	boiler-room
χαλκοκολλητής	copper-welder, coppersmith
χαλκοκράς	a.
χαλκοκροδυσταί	Nurses of Dionysus
χαλκοκόλλητος	welded
χαλκοκώδων	brazen-mouthed
χαλκολίβανος	fine brass, brass of Lebanon, or yellow frankincense
χαλκολογέω	collect or exact copper money, Rev. Ãpigr.
χαλκολόγος	collector of money
χαλκομίτρας	with
χαλκομωτής	coppersmith
χαλκομόλυβδος	alloy of copper and lead
χαλκοποιός	metalworker
χαλκοπώλης	dealer in copper or bronze
χαλκοσμάραγδος	a green stone with metallic veins
χαλκοτήγανον	scutra
χαλκοτυπία	wound by stroke of sword
χαλκουργέω	work in bronze, Clara Rhodos
χαλκουργία	working in bronze
