TargetWord	Language	LexClient	LemmaWord	lsj (Liddell, Scott, Jones)
μαλθακία	greek	no	μαλθακία	no
μαλθακτικός	greek	no	μαλθακτικός	no
μαλθακότης	greek	no	μαλθακότης	no
μαλθώδης	greek	no	μαλθώδης	no
μαλκιάω	greek	no	μαλκιάω	no
μαλλοδέτης	greek	yes	μαλλόδετος	bound with wool
μαμμίδιον	greek	no	μαμμίδιον	no
μαμμᾶν αἰτεῖν	greek	yes	μάμμη	mother
μαμμᾶν αἰτεῖν	greek	yes	μαμμᾶν	cry for food
μαμμᾶν αἰτεῖν	greek	yes	αἰτέω	ask, beg
μανίας	greek	yes	μανία	madness
μανίας	greek	yes	μανιάω	to be mad, rave
μανδαλωτός	greek	no	μανδαλωτός	no
μανδραγορίτης οἶνος	greek	yes	μανδραγορίτης	flavoured with mandrake
μανδραγορίτης οἶνος	greek	yes	οἶνος	wine
μανικῶς	greek	yes	μανικός	of or for madness, mad
μανιωδῶς	greek	yes	μανιώδης	like madness
μαννάριον	greek	no	μαννάριον	no
μαντήϊον	greek	yes	μαντεῖον	oracle
μαντευτής	greek	no	μαντευτής	no
μαντευτική	greek	yes	μαντευτικός	of or for divination
μαντεύω	greek	no	μαντεύω	no
μαντηΐη	greek	yes	μαντεία	prophetic power, power of divination, h. Merc.
μαντηΐη	greek	yes	μαντεῖος	oracular, prophetic
μαντικῶς	greek	yes	μαντικός	prophetic, oracular
μαντῷος	greek	no	μαντῷος	no
μανῶς	greek	yes	μανός	loose or open in texture, rare
μανῶς	greek	yes	μανόω	make porous, loose
μαπέειν	greek	yes	μάρπτω	take hold of
μαραθρίτης οἶνος	greek	yes	οἶνος	wine
μαργαρίδης	greek	no	μαργαρίδης	no
μαργαρῖτις λίθος	greek	yes	λίθος	stone
μαργόομαι	greek	no	μαργόομαι	no
μαρκίατον μύρον	greek	yes	μύρον	sweet oil, unguent, perfume
μαρμαρόεις	greek	no	μαρμαρόεις	no
μαρτυροποιΐα	greek	yes	μαρτυροποιία	testificatio
μαρτυροποιέομαι	greek	yes	μαρτυροποιέω	produce evidence
μαρύεται	greek	yes	μηρύομαι	draw up, furl
μασδός	greek	yes	μαστός	b
μασθός	greek	no	μασθός	no
μαστίσδοιεν	greek	yes	μαστίζω	whip, flog
μαστευτής	greek	no	μαστευτής	no
μαστιάω	greek	no	μαστιάω	no
μαστιγέω	greek	yes	μαστιγόω	whip, flog
μαστιγονόμος	greek	no	μαστιγονόμος	no
μαστικτήρ	greek	no	μαστικτήρ	no
μαστιόων	greek	no	μαστιάω	no
μαστροπίς	greek	no	μαστροπίς	no
μαστόδεσμος	greek	no	μαστόδεσμος	no
μαστύς	greek	no	μαστύς	no
μασχαλίς	greek	no	μασχαλίς	no
ματέω	greek	yes	ματάω	to be idle, dally
ματέω	greek	no	ματέω	no
ματέω1	greek	yes	ματάω	to be idle, dally
ματέω1	greek	no	ματέω	no
ματέω2	greek	yes	ματάω	to be idle, dally
ματέω2	greek	no	ματέω	no
ματήρ	greek	no	ματήρ	no
ματήρ	greek	yes	μήτηρ	mother
ματαΐζω	greek	yes	ματᾴζω	speak or work folly
ματαΐζω	greek	no	ματαίζω	no
ματαίως	greek	yes	μάταιος	vain, empty, idle
ματαίως	greek	yes	ματαιόω	bring to naught
ματαιάζω	greek	no	ματαιάζω	no
ματαιοσύνη	greek	no	ματαιοσύνη	no
ματαιουργός	greek	no	ματαιουργός	no
ματαϊσμός	greek	no	ματᾳσμός	no
ματευτής	greek	no	ματευτής	no
ματιανὰ μῆλα	greek	yes	μῆλον1	sheep or goat
ματιανὰ μῆλα	greek	yes	μῆλον2	apple
ματτύης	greek	yes	ματτύη	a rich, highly-flavoured dish
ματτύης	greek	no	ματτύης	no
μαχέομαι	greek	yes	μάχομαι	fight
μαχέομαι	greek	yes	συμμαχέω	to be an ally, to be in alliance
μαχέσομαι	greek	yes	μάχομαι	fight
μαχαιρίδιον	greek	no	μαχαιρίδιον	no
μαχαιριωτός	greek	no	μαχαιριωτός	no
μαχανά	greek	yes	μηχανή	contrivance
μαχατάς	greek	yes	μαχητής	fighter, warrior
μαχητικῶς	greek	yes	μαχητικός	fit for fighting
μαχοίατο	greek	yes	μάχομαι	fight
μαχοίατο	greek	yes	συμμαχέω	to be an ally, to be in alliance
μαχοῦμαι	greek	yes	μάχομαι	fight
μαχοῦμαι	greek	yes	συμμαχέω	to be an ally, to be in alliance
μαψιδίως	greek	yes	μαψίδιος	vain, false
μαῖον	greek	no	μαῖον	no
μαῖς	greek	no	μής	no
μείζων	greek	yes	μέγας	big
μείλινος	greek	no	μέλινος	no
μείλινος1	greek	no	μέλινος	no
μείλινος2	greek	no	μέλινος	no
μείλιον	greek	no	μείλιον	no
μείρομαι2	greek	yes	μείρομαι	receive as one's portion
μείρομαι3	greek	yes	μείρομαι	receive as one's portion
μεγάλαρτος	greek	no	μεγάλαρτος	no
μεγάλλιον μύρον	greek	yes	μύρον	sweet oil, unguent, perfume
μεγάλως	greek	no	μεγάλως	no
μεγάλως	greek	yes	μέγας	big
μεγάνωρ	greek	no	μεγάνωρ	no
μεγάτιμος	greek	no	μεγάτιμος	no
μεγάτολμος	greek	no	μεγάτολμος	no
μεγήρατος	greek	no	μεγήρατος	no
μεγαλάνωρ	greek	yes	μεγαλήνωρ	high-souled
μεγαλαλκής	greek	no	μεγαλαλκής	no
μεγαλανορία	greek	yes	μεγαληνορία	manliness, self-confidence
μεγαλαυχής	greek	no	μεγαλαυχής	no
μεγαληγόρως	greek	yes	μεγαλήγορος	talking big, vaunting
μεγαλκής	greek	no	μεγαλκής	no
μεγαλοεργικός	greek	no	μεγαλοεργικός	no
μεγαλοεργός	greek	no	μεγαλοεργός	no
μεγαλοκράτωρ	greek	no	μεγαλοκράτωρ	no
μεγαλομερῶς	greek	yes	μεγαλομερής	consisting of large particles
μεγαλοπρεπέως	greek	yes	μεγαλοπρεπής	befitting a great man, magnificent
μεγαλοπρεπῶς	greek	yes	μεγαλοπρεπής	befitting a great man, magnificent
μεγαλορρημοσύνη	greek	no	μεγαλορρημοσύνη	no
μεγαλοσοφιστής	greek	no	μεγαλοσοφιστής	no
μεγαλοτίμως	greek	yes	μεγαλότιμος	greatly honoured
μεγαλουργής	greek	yes	μεγαλοεργής	performing great deeds
μεγαλουργία	greek	yes	μεγαλοεργία	great achievement
μεγαλουργός	greek	no	μεγαλοεργός	no
μεγαλοφρόνως	greek	yes	μεγαλόφρων	high-minded, generous
μεγαλοφυΐα	greek	yes	μεγαλοφυία	nobleness of nature
μεγαλοφυῶς	greek	yes	μεγαλοφυής	of noble nature
μεγαλοφωνέω	greek	no	μεγαλοφωνέω	no
μεγαλοψύχως	greek	yes	μεγαλόψυχος	high-souled, generous
μεγαλωνύμως	greek	yes	μεγαλώνυμος	with a great name, giving glory
μεγαλόθυμος	greek	no	μεγαλόθυμος	no
μεγαλόμαζος	greek	no	μεγαλόμαζος	no
μεγαλόπολις	greek	no	μεγαλόπολις	no
μεγαλόπτολις	greek	no	μεγαλόπολις	no
μεγαλόστηθος	greek	no	μεγαλόστηθος	no
μεγαλόσχημος	greek	no	μεγαλόσχημος	no
μεγαλότης	greek	no	μεγαλότης	no
μεγιστᾶνες	greek	no	μεγιστᾶνες	no
μεδοίατο	greek	no	μέδομαι	no
μεζόνως	greek	yes	μέγας	big
μεθάπτω	greek	no	μετά-ἅπτω	no
μεθέηκα	greek	yes	μεθίημι	set loose, let go
μεθέμεν	greek	yes	μεθίημι	set loose, let go
μεθαμέριος	greek	no	μεθημέριος	no
μεθανδάνω	greek	no	μετά-ἁνδάνω	no
μεθαρμόττω	greek	yes	μεθαρμόζω	dispose differently, correct
μεθελεῖν	greek	yes	μεθαιρέω	catch in turn
μεθερπύζω	greek	no	μεθερπύζω	no
μεθεῖλον	greek	yes	μεθαιρέω	catch in turn
μεθεῖμαι	greek	yes	μεθίημι	set loose, let go
μεθημέριος	greek	no	μεθημέριος	no
μεθιέμεναι	greek	yes	μεθίημι	set loose, let go
μεθιδρύω	greek	no	μεθιδρύω	no
μεθιστάνω	greek	no	μετά-ἱστάνω	no
μεθιστάω	greek	no	μεθιστάω	no
μεθιᾶσι	greek	yes	μεθίημι	set loose, let go
μεθοδευτέος	greek	yes	μεθοδευτέον	one must conduct
μεθοδικώς	greek	yes	μεθοδικός	going to work by rule, methodical, systematic
μεθορία	greek	yes	μεθόριος	lying between as a boundary
μεθορμέω	greek	yes	μεθορμάομαι	rush in pursuit of, make a dash at
μεθυδότης	greek	no	μεθυδότης	no
μεθό	greek	no	μεθό	no
μεθύσης	greek	yes	μέθυσις	drunkenness
μεθύσης	greek	no	μεθύσης	no
μεθύσης	greek	yes	μέθυσος	drunk with wine
μεθύστρια	greek	no	μεθύστρια	no
μεθ᾽	greek	no	μεθό	no
μεθ᾽	greek	no	μεταί	no
μεθ᾽	greek	yes	μετά	in the midst of, among, between; along with; after, behind; according to
μειαγωγός	greek	no	μειαγωγός	no
μειδίασις	greek	no	μειδίασις	no
μειδιάω	greek	no	μειδιάω	no
μειζόνως	greek	yes	μέγας	big
μειζότερος	greek	yes	μέγας	big
μειλίνεος	greek	no	μειλίνεος	no
μειλίχια	greek	yes	μειλίχιος	gentle, soothing
μειλίχως	greek	yes	μείλιχος	gentle, kind
μειλικτήρια	greek	yes	μειλικτήριος	able to soothe
μειλιχίως	greek	yes	μειλίχιος	gentle, soothing
μειρακεύομαι	greek	no	μειρακεύομαι	no
μειρακιωδῶς	greek	yes	μειρακιώδης	becoming a youth, youthful
μειρακιόομαι	greek	no	μειρακιόομαι	no
μειωτικῶς	greek	yes	μειωτικός	lowering
μειόνως	greek	yes	μείων	lesser, less
μειότερος	greek	no	μειότερος	no
μειότερος	greek	yes	μικρός	small, little
μελάγγειος	greek	no	μελάγγειος	no
μελάγκερως	greek	no	μελάγκερως	no
μελάγχρως	greek	no	μελάγχρως	no
μελάγχρως	greek	no	μέλαγχρος	no
μελάγχρως	greek	no	μελάγχρους	no
μελάγχρως1	greek	no	μελάγχρως	no
μελάγχρως1	greek	no	μέλαγχρος	no
μελάγχρως1	greek	no	μελάγχρους	no
μελάγχρως2	greek	no	μελάγχρως	no
μελάγχρως2	greek	no	μέλαγχρος	no
μελάγχρως2	greek	no	μελάγχρους	no
μελάμπυρος	greek	no	μελάμπυρος	no
μελάνδρυα	greek	no	μελάνδρυα	no
μελάνδρυα	greek	yes	μελάνδρυον	heart of oak
μελάνδρυα	greek	yes	μελάνδρυος	dark as the oak, dark-leaved
μελάνδρυος1	greek	yes	μελάνδρυος	dark as the oak, dark-leaved
μελάνδρυος2	greek	yes	μελάνδρυος	dark as the oak, dark-leaved
μελάνθεμον	greek	no	μελάνθεμον	no
μελάνθιος πόα	greek	yes	πόα	grass
μελάνθιος πόα	greek	yes	ποιέω	make
μελάνσπερμον	greek	no	μελάνσπερμον	no
μελάντερος	greek	no	μελάντερος	no
μελήσει	greek	yes	ἐπιμελέομαι	take
μελήσει	greek	yes	μέλω	to be an object of care or thought
μελήσω	greek	yes	ἐπιμελέομαι	take
μελήσω	greek	yes	μέλω	to be an object of care or thought
μελίγαρυς	greek	yes	μελίγηρυς	sweet-voiced, melodious
μελίη	greek	yes	μελία	manna ash, Fraxinus Ornus
μελίκηρον	greek	no	μελίκηρον	no
μελίκηρον	greek	yes	μελίκηρος	beeswax
μελίκρητον	greek	no	μελίκρητον	no
μελίκταινα	greek	no	μελίκταινα	no
μελίλωτος	greek	yes	μελίλωτον	melilot, Trigonella graeca
μελίξεται	greek	no	μελίσσω	no
μελίξεται	greek	yes	μελίζω	dismember, cutin pieces
μελίρρυτος	greek	no	μελίρρυτος	no
μελίσδω	greek	no	μελίσσω	no
μελίσδω	greek	yes	μελίζω	dismember, cutin pieces
μελίσκιον	greek	no	μελίσκιον	no
μελίστακτος	greek	no	μελίστακτος	no
μελίτεια	greek	no	μελίτεια	no
μελίτεια	greek	yes	μελίτειον	mead
μελίτειος οἶνος	greek	yes	οἶνος	wine
μελίφυλλον	greek	no	μελίφυλλον	no
μελίϊνος	greek	no	μελίινος	no
μελαγχολικῶς	greek	yes	μελαγχολικός	of atrabilious or melancholic temperament
μελαγχρής	greek	no	μελαγχρής	no
μελαγχροιής	greek	no	μελαγχροιής	no
μελαινίδες	greek	yes	μελαινίς	the black
μελαμπόδιον	greek	no	μελαμπόδιον	no
μελαμψίθιος οἶνος	greek	yes	μελαμψίθιος	wine made from black
μελαμψίθιος οἶνος	greek	yes	οἶνος	wine
μελανέω	greek	yes	μελαίνω	blacken, make black
μελανέω	greek	no	μελανέω	no
μελανεῦντα	greek	yes	μελαίνω	blacken, make black
μελανεῦντα	greek	no	μελανέω	no
μελανεῦσα	greek	yes	μελαίνω	blacken, make black
μελανεῦσα	greek	no	μελανέω	no
μελανηφόρος	greek	no	μελανηφόρος	no
μελανθέα	greek	no	μελανθέα	no
μελανθέα	greek	yes	μελανθής	colour) black, swarthy
μελανουρίς	greek	yes	μελάνουρος	black-tail, Oblata melanura
μελανουρίς	greek	no	μελανουρίς	no
μελαντειχής	greek	no	μελαντειχής	no
μελανόζυξ	greek	yes	μελάνοζυξ	black benched
μελανόφυλλος	greek	no	μελανόφυλλος	no
μελανόχλωρος	greek	no	μελανόχλωρος	no
μελανόχροος	greek	no	μελανόχροος	no
μελανόχροος	greek	no	μελανόχρους	no
μελανόχρως	greek	no	μελανόχρως	no
μελανόχρως	greek	no	μελανόχρους	no
μελεδωνεύς	greek	no	μελεδωνεύς	no
μελεϊστί	greek	yes	μελειστί	limb from limb
μεληδών	greek	no	μεληδών	no
μελιαδής	greek	yes	μελιηδής	honey-sweet
μελιειδής	greek	no	μελιειδής	no
μελισμάτιον	greek	no	μελισμάτιον	no
μελισσία	greek	no	μελισσία	no
μελισσοπόνος	greek	no	μελισσοπόνος	no
μελισσόφυλλον	greek	no	μελισσόφυλλον	no
μελιστής	greek	no	μελιστής	no
μελιστί	greek	no	μελιστί	no
μελιτοῦττα	greek	no	μελιτοῦττα	no
μελιχρώδης	greek	no	μελιχρώδης	no
μελιχρῶς	greek	yes	μελιχρός	honey-sweetened
μελλώ	greek	yes	μέλλησις	being about to do, threatening to do
μελοκοπία	greek	no	μελοκοπία	no
μελοποιητής	greek	no	μελοποιητής	no
μεμάθηκα	greek	yes	μανθάνω	learn
μεμάποιεν	greek	yes	μάρπτω	take hold of
μεμέτρηκα	greek	yes	μετρέω	measure
μεμακυῖα	greek	yes	μηκάομαι	bleat
μεμετιμένος	greek	yes	μεθίημι	set loose, let go
μεμηκώς	greek	yes	μηκάομαι	bleat
μεμπτῶς	greek	yes	μεμπτός	blameworthy
μενέγχης	greek	no	μενέγχης	no
μενέχαρμος	greek	no	μενέχαρμος	no
μενέχαρμος	greek	no	μενεχάρμης	no
μενεδάϊος	greek	yes	μενεδήιος	standing one's ground against the enemy, staunch
μενεδήϊος	greek	yes	μενεδήιος	standing one's ground against the enemy, staunch
